states,eta-chi,probabilities,W,Wp
"['HA_iVD', 'psi plus, psi minus']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W1', 4.256820764335048, [2.6846620224904756]]","['Wp3', -8.70878471910438, [1.4085083494932407]]"
"['HA_iVD', 'psi plus, psi minus']","[0.2, 0.8]","[45.0, 0.057295779513082325]","['W1', 0.018913437725234683, [2.9146951600399253]]","['Wp3', -16.112995738321608, [2.683118605568955]]"
"['HA_iVD', 'psi plus, psi minus']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 3.408363634256865, [1.850120407795855]]","['Wp3', -7.559574043053272, [0.8340547358428803]]"
"['HA_iVD', 'psi plus, psi minus']","[0.3, 0.7]","[45.0, 0.057295779513082325]","['W1', 0.01521740824432527, [2.0744786598843787]]","['Wp3', -14.468754315255202, [0.8892333366745037]]"
"['HA_iVD', 'psi plus, psi minus']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W1', 2.643213243859886, [1.9955130029849633]]","['Wp3', -6.491394823739241, [1.0594226014736985]]"
"['HA_iVD', 'psi plus, psi minus']","[0.4, 0.6]","[45.0, 0.057295779513082325]","['W1', 0.011257726520898403, [2.1688287247475486]]","['Wp3', -12.68015699166816, [0.9813337103172348]]"
"['HA_iVD', 'psi plus, psi minus']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W4', 3.2423721443883964, [0.33830532406981934]]","['Wp3', -5.517289018226891, [0.38907037389968785]]"
"['HA_iVD', 'psi plus, psi minus']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W1', 0.08498720849386254, [2.2572536536112895]]","['Wp1', -2.088524297592302, [1.9223198146173028]]"
"['HA_iVD', 'psi plus, psi minus']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 1.3635937350446121, [0.9120098360771872]]","['Wp3', -4.628065772314359, [1.851056305473605]]"
"['HA_iVD', 'psi plus, psi minus']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 0.46490856444011297, [2.1292128006167266]]","['Wp1', -1.755764426702729, [1.7275516528024015]]"
"['HA_iVD', 'HR_iVL']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W2', 2.58384558704111, [1.286741469722617]]","['Wp3', -16.832378755192465, [0.9611354635416492]]"
"['HA_iVD', 'HR_iVL']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W1', 4.88845688477484, [1.4864078171498165]]","['Wp3', -16.300219017485404, [1.6385545524721379]]"
"['HA_iVD', 'HR_iVL']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W1', 7.022653367975045, [2.7885082948399207]]","['Wp3', -15.921487471769698, [1.6436364589937744]]"
"['HA_iVD', 'HR_iVL']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W1', 9.046130854072945, [1.381400092239287]]","['Wp3', -15.639885126396026, [0.9352983614184299]]"
"['HA_iVD', 'HR_iVL']","[0.1, 0.9]","[45.0, 90.0]","['W5', 10.951347980600866, [1.6631873241740305]]","['Wp3', -15.42303509290312, [0.8878752179121681]]"
"['HA_iVD', 'HR_iVL']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 2.133770265812805, [1.3338437272447077]]","['Wp3', -15.118650471426717, [2.2588634633094546]]"
"['HA_iVD', 'HR_iVL']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W2', 3.999982564831946, [1.291769410241065]]","['Wp3', -14.449513495364622, [1.4287084626769275]]"
"['HA_iVD', 'HR_iVL']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W2', 5.713547497853785, [1.964826191190778]]","['Wp3', -13.983775604741858, [2.4185265659261215]]"
"['HA_iVD', 'HR_iVL']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W1', 7.3325402839376315, [2.2732066491599987]]","['Wp3', -13.643800376760083, [1.7865664931954486]]"
"['HA_iVD', 'HR_iVL']","[0.2, 0.8]","[45.0, 90.0]","['W1', 8.889785965624256, [1.7911912823222678]]","['Wp3', -13.385907920067186, [2.649008388604141]]"
"['HA_iVD', 'HR_iVL']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W2', 1.6955699763309589, [2.107779524895153]]","['Wp3', -13.228613156750589, [0.19206680175227295]]"
"['HA_iVD', 'HR_iVL']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W1', 3.152776583642368, [1.1459626225909878]]","['Wp3', -12.427333397924997, [1.1394001268345508]]"
"['HA_iVD', 'HR_iVL']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W1', 4.481843800360643, [2.743924043675823]]","['Wp3', -11.885928163011707, [0.5173476243496672]]"
"['HA_iVD', 'HR_iVL']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W1', 5.734498224191366, [1.9949678300442133]]","['Wp3', -11.500050604946573, [2.6090147525743665]]"
"['HA_iVD', 'HR_iVL']","[0.3, 0.7]","[45.0, 90.0]","['W2', 6.938465801203257, [1.3502363858024642]]","['Wp3', -11.212849195227168, [2.4117246441044715]]"
"['HA_iVD', 'HR_iVL']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W2', 1.284867579064713, [1.325729014560023]]","['Wp3', -11.18829047316762, [0.8348312440579936]]"
"['HA_iVD', 'HR_iVL']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W2', 2.3724583613430994, [2.354278528693556]]","['Wp3', -10.27362084661845, [2.7519746095163176]]"
"['HA_iVD', 'HR_iVL']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W2', 3.359266116910071, [0.880007567820988]]","['Wp3', -9.679911644148705, [1.7333044963683468]]"
"['HA_iVD', 'HR_iVL']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W2', 4.287767834009424, [2.358796606958631]]","['Wp3', -9.269695494776117, [0.5577435842269209]]"
"['HA_iVD', 'HR_iVL']","[0.4, 0.6]","[45.0, 90.0]","['W2', 5.179803759795138, [1.089984977715721]]","['Wp3', -8.971567806422922, [2.8075303326127736]]"
"['HA_iVD', 'HR_iVL']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 0.9151140636292348, [2.943294037839916]]","['Wp3', -9.0302231027062, [1.138467203325477]]"
"['HA_iVD', 'HR_iVL']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 1.679884059499979, [2.496436791979567]]","['Wp3', -8.041139578108101, [1.2972111169497604]]"
"['HA_iVD', 'HR_iVL']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W2', 2.3710381272913787, [0.919068125328863]]","['Wp3', -7.433662653255189, [0.2862613750927287]]"
"['HA_iVD', 'HR_iVL']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 3.020599035504573, [1.3096015605740248]]","['Wp3', -7.030539227270541, [0.26547204662110846]]"
"['HA_iVD', 'HR_iVL']","[0.5, 0.5]","[45.0, 90.0]","['W2', 3.6445097640688497, [2.105648335181411]]","['Wp3', -6.746075574021571, [1.371923215977792]]"
"['HA_iVD', 'HL_VR']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W3', 2.5462243273687704, [0.5479208326066144]]","['Wp3', -9.475747697380923, [0.2422811532385473]]"
"['HA_iVD', 'HL_VR']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W5', 4.897772174305853, [1.0823555728756564]]","['Wp2', -7.702055959439181, [1.2848092898911716]]"
"['HA_iVD', 'HL_VR']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W2', 1.557210535416909, [0.946332746943584]]","['Wp3', -7.181027429187171, [1.1042542128401576]]"
"['HA_iVD', 'HL_iVR']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W1', 2.583845587041109, [2.1867656681740875]]","['Wp3', -16.832378755192472, [0.056668120657704164]]"
"['HA_iVD', 'HL_iVR']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 4.88845688477484, [2.3778424642067875]]","['Wp3', -16.300219017485396, [2.1397035099750195]]"
"['HA_iVD', 'HL_iVR']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W2', 7.022653367975044, [2.960204167090954]]","['Wp3', -15.921487471769707, [2.193470815035027]]"
"['HA_iVD', 'HL_iVR']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W2', 9.046130854072945, [2.654480869172651]]","['Wp3', -15.639885126396036, [1.6073549718683646]]"
"['HA_iVD', 'HL_iVR']","[0.1, 0.9]","[45.0, 90.0]","['W5', 10.951347980600858, [2.1198072665952727]]","['Wp3', -15.423035092903127, [2.8180666828523204]]"
"['HA_iVD', 'HL_iVR']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W2', 2.1337702658127533, [1.5594881196215613]]","['Wp3', -15.118650471426722, [0.34669305378932735]]"
"['HA_iVD', 'HL_iVR']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W2', 3.999982564831945, [2.825714915618028]]","['Wp3', -14.449513495364622, [0.02199349943393402]]"
"['HA_iVD', 'HL_iVR']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W1', 5.713547497853783, [2.7696438466913236]]","['Wp3', -13.983775604741862, [2.6876465939232954]]"
"['HA_iVD', 'HL_iVR']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W2', 7.332540283937631, [1.4770484211000703]]","['Wp3', -13.64380037676009, [1.5101960761282969]]"
"['HA_iVD', 'HL_iVR']","[0.2, 0.8]","[45.0, 90.0]","['W2', 8.889785965624256, [0.6853711528404898]]","['Wp3', -13.38590792006719, [2.303522013885073]]"
"['HA_iVD', 'HL_iVR']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W2', 1.6955699763309584, [2.1230543427897346]]","['Wp3', -13.228613156750596, [2.244991782574728]]"
"['HA_iVD', 'HL_iVR']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W2', 3.152776583642368, [1.2643129225705856]]","['Wp3', -12.427333397924997, [1.400818882575706]]"
"['HA_iVD', 'HL_iVR']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W1', 4.481843800360644, [2.8674966453389827]]","['Wp3', -11.885928163011707, [2.546082443305279]]"
"['HA_iVD', 'HL_iVR']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W2', 5.734498224191365, [2.1934347266326304]]","['Wp3', -11.500050604946567, [0.1827645976494969]]"
"['HA_iVD', 'HL_iVR']","[0.3, 0.7]","[45.0, 90.0]","['W1', 6.938465801203258, [2.974544114230624]]","['Wp3', -11.212849195227161, [0.9900664273445003]]"
"['HA_iVD', 'HL_iVR']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W2', 1.2848675790646917, [0.42835899977357406]]","['Wp3', -11.18829047316762, [1.645376409678606]]"
"['HA_iVD', 'HL_iVR']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W1', 2.3724583613430994, [1.8410700747987663]]","['Wp3', -10.273620846618456, [1.4867618179188304]]"
"['HA_iVD', 'HL_iVR']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W2', 3.359266116910059, [2.8636820146615745]]","['Wp3', -9.6799116441487, [1.8959905453834531]]"
"['HA_iVD', 'HL_iVR']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W1', 4.287767834009425, [2.8232417793085705]]","['Wp3', -9.269695494776109, [1.1519346748653199]]"
"['HA_iVD', 'HL_iVR']","[0.4, 0.6]","[45.0, 90.0]","['W2', 5.179803759795138, [1.5579038753762624]]","['Wp3', -8.971567806422927, [0.565856595339064]]"
"['HA_iVD', 'HL_iVR']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 0.915114063629235, [3.0898891743487398]]","['Wp3', -9.030223102706199, [1.477955131985421]]"
"['HA_iVD', 'HL_iVR']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W2', 1.6798840594999747, [0.7065583784571748]]","['Wp3', -8.0411395781081, [0.6439049320733253]]"
"['HA_iVD', 'HL_iVR']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W1', 2.37103812729138, [2.416803051040282]]","['Wp3', -7.43366265325519, [0.5834489244723525]]"
"['HA_iVD', 'HL_iVR']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 3.0205990355045724, [1.1795242583910133]]","['Wp3', -7.030539227270543, [1.306972736026056]]"
"['HA_iVD', 'HL_iVR']","[0.5, 0.5]","[45.0, 90.0]","['W1', 3.64450976406885, [2.8627404148377624]]","['Wp3', -6.746075574021571, [0.15645268292625714]]"
"['HA_iVD', 'HD_VA']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W2', 2.5838455870411092, [2.725564127167844]]","['Wp3', -9.47285010559212, [2.745557638882533]]"
"['HA_iVD', 'HD_VA']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W1', 4.8884568847748415, [2.0298204050068716]]","['Wp3', -2.8650526821622475, [2.606934282074186]]"
"['HA_iVD', 'HD_VA']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 2.1337702658127538, [2.0284881177118583]]","['Wp3', -8.298572540824779, [0.8641693010038564]]"
"['HA_iVD', 'HD_VA']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W1', 3.9999825648319454, [1.3052602586077122]]","['Wp3', -2.4299703069788468, [2.480545319352399]]"
"['HA_iVD', 'HD_VA']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W2', 1.6955699763310546, [0.6523734841981478]]","['Wp3', -7.030971140565095, [2.4742580212600775]]"
"['HA_iVD', 'HD_VA']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W2', 3.1527765836423676, [1.7031170394298911]]","['Wp3', -1.982783803806835, [0.3476540946971891]]"
"['HA_iVD', 'HD_VA']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W1', 1.2848675790646924, [1.657542706975219]]","['Wp3', -5.703250460186979, [1.3874978063667027]]"
"['HA_iVD', 'HD_VA']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W1', 2.3724583613430985, [3.0802680281905768]]","['Wp3', -1.5411051735083272, [0.025108995256047557]]"
"['HA_iVD', 'HD_VA']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W1', 0.9151140636292352, [2.8782375075997075]]","['Wp3', -4.3584619194191925, [2.0856037037562127]]"
"['HA_iVD', 'HD_VA']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 1.6798840594999755, [1.4116061371959554]]","['Wp3', -1.1235203741161113, [1.7774732477921127]]"
"['HA_iVD', 'HD_iVA']","[0.1, 0.9]","[45.0, 0.057295779513082325]","['W2', 0.017569724478366133, [0.7262008290587295]]","['Wp3', -17.596216573195257, [0.8142573105180825]]"
"['HA_iVD', 'HD_iVA']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W2', 4.632534145702777, [2.998663011313636]]","['Wp3', -9.472850105592123, [0.9785445844406547]]"
"['HA_iVD', 'HD_iVA']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 7.543842561103545, [1.0818304692719996]]","['Wp3', -2.8650526821622444, [0.4073024124278103]]"
"['HA_iVD', 'HD_iVA']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W2', 9.26620714189156, [0.431292891949877]]","['Wp3', -2.8635448384726154, [3.078057097321503]]"
"['HA_iVD', 'HD_iVA']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W1', 10.31522641131154, [2.702690337377196]]","['Wp3', -8.981654592596527, [0.10055225032317132]]"
"['HA_iVD', 'HD_iVA']","[0.1, 0.9]","[45.0, 90.0]","['W1', 10.994968917586055, [2.9611053997141172]]","['Wp3', -15.423035092903117, [2.7923653670823776]]"
"['HA_iVD', 'HD_iVA']","[0.2, 0.8]","[45.0, 0.057295779513082325]","['W2', 0.014733085759492504, [0.37308804610617946]]","['Wp3', -16.11187649612572, [0.4876568095013988]]"
"['HA_iVD', 'HD_iVA']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 3.763468343266126, [2.609644752996186]]","['Wp3', -8.298572540824813, [2.346488450654058]]"
"['HA_iVD', 'HD_iVA']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W1', 6.053006635505201, [0.9285992265981758]]","['Wp3', -2.429970306978844, [1.6385545524721379]]"
"['HA_iVD', 'HD_iVA']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W2', 7.432504928291066, [0.04280464371497307]]","['Wp3', -2.423795774914492, [1.9639940494008383]]"
"['HA_iVD', 'HD_iVA']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W1', 8.304405372050693, [1.8792069776820655]]","['Wp3', -7.713696660655279, [0.3364750012070449]]"
"['HA_iVD', 'HD_iVA']","[0.2, 0.8]","[45.0, 90.0]","['W1', 8.889785965624256, [1.9372393457507826]]","['Wp3', -13.38590792006718, [1.2609122736772955]]"
"['HA_iVD', 'HD_iVA']","[0.3, 0.7]","[45.0, 0.057295779513082325]","['W1', 0.01188049133973168, [2.594199343795954]]","['Wp3', -14.466266633976328, [2.116690998088716]]"
"['HA_iVD', 'HD_iVA']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W2', 2.948623414593227, [1.299890998060407]]","['Wp3', -7.0309711405650965, [1.8429021151554164]]"
"['HA_iVD', 'HD_iVA']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W2', 4.696830777765921, [3.06029954784786]]","['Wp3', -1.982783803806838, [0.6979574633252025]]"
"['HA_iVD', 'HD_iVA']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W1', 5.7658200866301, [1.222487925113573]]","['Wp3', -1.973491246773528, [2.4884942858022234]]"
"['HA_iVD', 'HD_iVA']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W1', 6.460030625917428, [1.2154498758000734]]","['Wp3', -6.3821821308207145, [2.4803366588913436]]"
"['HA_iVD', 'HD_iVA']","[0.3, 0.7]","[45.0, 90.0]","['W1', 6.938465801203261, [1.6239354740743501]]","['Wp3', -11.21284919522716, [2.6135106741365246]]"
"['HA_iVD', 'HD_iVA']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W1', 2.207938822750613, [1.7745286741761412]]","['Wp3', -5.703250460186976, [2.4186709977531433]]"
"['HA_iVD', 'HD_iVA']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W2', 3.490625257696034, [2.240214665038223]]","['Wp3', -1.5411051735083316, [1.6430773051700827]]"
"['HA_iVD', 'HD_iVA']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 4.284283295689019, [2.450027217381314]]","['Wp3', -1.5304958686170744, [2.6624011646851464]]"
"['HA_iVD', 'HD_iVA']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W1', 4.810199469100076, [1.1628498219626886]]","['Wp3', -5.034896319425846, [1.7668976713571654]]"
"['HA_iVD', 'HD_iVA']","[0.4, 0.6]","[45.0, 90.0]","['W1', 5.179803759795137, [1.015795072645078]]","['Wp3', -8.97156780642288, [0.4733692336269576]]"
"['HA_iVD', 'HD_iVA']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W2', 1.5572105354169083, [0.8348312440579936]]","['Wp3', -4.358461919419183, [2.4074821735131304]]"
"['HA_iVD', 'HD_iVA']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W2', 2.447559320581141, [2.379415363282091]]","['Wp3', -1.1235203741161104, [2.188796899798226]]"
"['HA_iVD', 'HD_iVA']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W1', 3.003632893166689, [3.113715217056799]]","['Wp3', -1.1133667665080027, [2.276503427720315]]"
"['HA_iVD', 'HD_iVA']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 3.3777241872562715, [0.9374802142372531]]","['Wp3', -3.7272368726029343, [2.2435665118599197]]"
"['HA_iVD', 'HD_iVA']","[0.5, 0.5]","[45.0, 90.0]","['W1', 3.64450976406885, [2.697240096714991]]","['Wp3', -6.746075574021567, [2.1341543362335664]]"
"['HA_iVD', 'HA_VD']","[0.1, 0.9]","[45.0, 18.045836623610466]","['W1', 2.5838455870411092, [1.1670400068052291]]","['Wp3', -17.62485546661837, [2.361926742969222]]"
"['HA_iVD', 'HA_VD']","[0.1, 0.9]","[45.0, 36.03437746770785]","['W2', 4.8884568847748415, [1.3683334614637286]]","['Wp3', -17.62485546661837, [2.778148351537407]]"
"['HA_iVD', 'HA_VD']","[0.1, 0.9]","[45.0, 54.022918311805235]","['W2', 7.022653367975043, [2.8162951355161643]]","['Wp3', -17.624855466618374, [2.3438779794504216]]"
"['HA_iVD', 'HA_VD']","[0.1, 0.9]","[45.0, 72.01145915590261]","['W1', 9.046130854072945, [2.9004329231414308]]","['Wp3', -17.62485546661837, [1.2964108935387313]]"
"['HA_iVD', 'HA_VD']","[0.1, 0.9]","[45.0, 90.0]","['W1', 10.99496891758605, [3.0586023487936185]]","['Wp3', -17.624855466618374, [1.7086837830737691]]"
"['HA_iVD', 'HA_VD']","[0.2, 0.8]","[45.0, 18.045836623610466]","['W1', 2.1337702658127533, [2.026443130126349]]","['Wp3', -16.14051204523926, [0.4193687563975962]]"
"['HA_iVD', 'HA_VD']","[0.2, 0.8]","[45.0, 36.03437746770785]","['W3', 3.999982564831943, [1.7491533258550194]]","['Wp3', -16.140512045239255, [0.3199482256077172]]"
"['HA_iVD', 'HA_VD']","[0.2, 0.8]","[45.0, 54.022918311805235]","['W4', 5.713547497853782, [2.2777120875650843]]","['Wp3', -16.140512045239255, [1.2447058665433348]]"
"['HA_iVD', 'HA_VD']","[0.2, 0.8]","[45.0, 72.01145915590261]","['W3', 7.332540283937627, [1.503388168541447]]","['Wp3', -16.140512045239262, [1.476046402895485]]"
"['HA_iVD', 'HA_VD']","[0.2, 0.8]","[45.0, 90.0]","['W3', 8.88978596562425, [2.9281122671328674]]","['Wp3', -16.140512045239262, [1.4036194587345403]]"
"['HA_iVD', 'HA_VD']","[0.3, 0.7]","[45.0, 18.045836623610466]","['W1', 1.6955699763309582, [1.9218307260471532]]","['Wp3', -14.494897962848043, [3.1298263080569573]]"
"['HA_iVD', 'HA_VD']","[0.3, 0.7]","[45.0, 36.03437746770785]","['W3', 3.152776583642367, [1.4531255976797957]]","['Wp3', -14.494897962848043, [2.023346581844138]]"
"['HA_iVD', 'HA_VD']","[0.3, 0.7]","[45.0, 54.022918311805235]","['W2', 4.481843800360648, [2.4254442479751317]]","['Wp3', -14.494897962848043, [1.542925926156794]]"
"['HA_iVD', 'HA_VD']","[0.3, 0.7]","[45.0, 72.01145915590261]","['W1', 5.734498224191365, [3.004329687082536]]","['Wp3', -14.494897962848047, [0.4966179444857198]]"
"['HA_iVD', 'HA_VD']","[0.3, 0.7]","[45.0, 90.0]","['W2', 6.938465801203259, [0.4415599995577726]]","['Wp3', -14.494897962848045, [0.6160347789109598]]"
"['HA_iVD', 'HA_VD']","[0.4, 0.6]","[45.0, 18.045836623610466]","['W3', 1.2848675790646913, [2.572213244953321]]","['Wp3', -12.704455651388294, [1.9253564486496015]]"
"['HA_iVD', 'HA_VD']","[0.4, 0.6]","[45.0, 36.03437746770785]","['W4', 2.3724583613430985, [1.4603364739760787]]","['Wp3', -12.704455651388292, [2.192880876894153]]"
"['HA_iVD', 'HA_VD']","[0.4, 0.6]","[45.0, 54.022918311805235]","['W1', 3.3592661169100584, [1.1891236396197047]]","['Wp3', -12.70445565138829, [1.9603377727373286]]"
"['HA_iVD', 'HA_VD']","[0.4, 0.6]","[45.0, 72.01145915590261]","['W1', 4.287767834009424, [1.6244476931780658]]","['Wp3', -12.70445565138829, [1.080476397448249]]"
"['HA_iVD', 'HA_VD']","[0.4, 0.6]","[45.0, 90.0]","['W2', 5.179803759795138, [0.9530194730244681]]","['Wp3', -12.70445565138829, [2.263413253401932]]"
"['HA_iVD', 'HA_VD']","[0.5, 0.5]","[45.0, 18.045836623610466]","['W2', 0.9151140636292343, [3.0110718433131862]]","['Wp3', -10.787074618594565, [2.288708420940453]]"
"['HA_iVD', 'HA_VD']","[0.5, 0.5]","[45.0, 36.03437746770785]","['W1', 1.679884059499975, [2.0643400217612387]]","['Wp3', -10.787074618594563, [0.5624175361290228]]"
"['HA_iVD', 'HA_VD']","[0.5, 0.5]","[45.0, 54.022918311805235]","['W4', 2.371038127291378, [0.2685787844145861]]","['Wp3', -10.787074618594565, [1.9018780221166345]]"
"['HA_iVD', 'HA_VD']","[0.5, 0.5]","[45.0, 72.01145915590261]","['W2', 3.0205990355045738, [0.9868944805228013]]","['Wp3', -10.787074618594563, [1.9165776282490248]]"
"['HA_iVD', 'HA_VD']","[0.5, 0.5]","[45.0, 90.0]","['W4', 3.6445097640688484, [2.633026858669037]]","['Wp3', -10.787074618594563, [0.8500653247824073]]"
